norm_relative_enemy_x,norm_relative_enemy_y,norm_player_x,norm_player_y,norm_cooldown,norm_nearest_laser_relative_x,norm_nearest_laser_relative_y,laser_above,player_input
-0.049,-0.723,0.753,0.853,0.0,0.04,-0.36,1,2
-0.056,-0.721,0.76,0.853,0.0,0.033,-0.352,1,2
-0.063,-0.72,0.767,0.853,0.0,0.027,-0.344,1,2
-0.069,-0.719,0.773,0.853,0.0,0.02,-0.336,1,2
-0.076,-0.717,0.78,0.853,0.0,0.013,-0.328,1,2
-0.076,-0.708,0.78,0.853,0.067,0.013,-0.272,1,5
-0.076,-0.695,0.78,0.853,0.4,0.013,-0.192,1,0
-0.069,-0.693,0.773,0.853,0.433,0.02,-0.184,1,1
-0.063,-0.692,0.767,0.853,0.467,0.027,-0.176,1,1
-0.056,-0.691,0.76,0.853,0.5,0.033,-0.168,1,1
-0.049,-0.689,0.753,0.853,0.533,0.04,-0.16,1,1
-0.043,-0.688,0.747,0.853,0.567,0.047,-0.152,1,1
-0.036,-0.687,0.74,0.853,0.6,0.053,-0.144,1,1
-0.029,-0.685,0.733,0.853,0.633,0.06,-0.136,1,1
-0.023,-0.684,0.727,0.853,0.667,0.067,-0.128,1,1
-0.016,-0.683,0.72,0.853,0.7,0.073,-0.12,0,1
-0.009,-0.681,0.713,0.853,0.733,0.08,-0.112,0,1
-0.003,-0.68,0.707,0.853,0.767,0.087,-0.104,0,1
0.004,-0.679,0.7,0.853,0.8,0.093,-0.096,0,1
0.011,-0.677,0.693,0.853,0.833,0.1,-0.088,0,1
0.017,-0.676,0.687,0.853,0.867,0.107,-0.08,0,1
0.024,-0.675,0.68,0.853,0.9,0.113,-0.072,0,1
0.031,-0.673,0.673,0.853,0.933,0.12,-0.064,0,1
0.037,-0.672,0.667,0.853,0.967,0.127,-0.056,0,1
0.044,-0.671,0.66,0.853,1.0,0.133,-0.048,0,1
0.051,-0.669,0.653,0.853,0.0,0.14,-0.04,0,1
0.057,-0.668,0.647,0.853,0.0,0.147,-0.032,0,1
0.064,-0.667,0.64,0.853,0.0,0.153,-0.024,0,1
0.071,-0.665,0.633,0.853,0.0,0.16,-0.016,0,1
0.077,-0.664,0.627,0.853,0.0,0.167,-0.008,0,1
0.084,-0.663,0.62,0.853,0.0,0.173,0.0,0,1
0.091,-0.661,0.613,0.853,0.0,0.18,0.008,0,1
0.097,-0.66,0.607,0.853,0.0,0.187,0.016,0,1
0.26,-0.657,0.607,0.853,0.0,0.187,0.096,0,0
0.26,-0.644,0.607,0.853,0.0,-0.469,-1.039,0,0
0.26,-0.631,0.607,0.853,0.0,1.0,1.0,0,0
0.26,-0.617,0.607,0.853,0.0,1.0,1.0,0,0
-0.607,-0.853,0.607,0.853,0.0,1.0,1.0,0,0
-0.607,-0.853,0.607,0.853,0.0,1.0,1.0,0,0
-0.607,-0.853,0.607,0.853,0.0,1.0,1.0,0,0
-0.607,-0.853,0.607,0.853,0.0,1.0,1.0,0,0
-0.6,-0.853,0.6,0.853,0.0,1.0,1.0,0,1
-0.593,-0.853,0.593,0.853,0.0,1.0,1.0,0,1
-0.587,-0.853,0.587,0.853,0.0,1.0,1.0,0,1
-0.593,-0.853,0.593,0.853,0.0,1.0,1.0,0,2
-0.6,-0.853,0.6,0.853,0.0,1.0,1.0,0,2
-0.607,-0.853,0.607,0.853,0.0,1.0,1.0,0,2
-0.613,-0.853,0.613,0.853,0.0,1.0,1.0,0,2
-0.62,-0.853,0.62,0.853,0.0,1.0,1.0,0,2
-0.627,-0.853,0.627,0.853,0.0,1.0,1.0,0,2
-0.633,-0.853,0.633,0.853,0.0,1.0,1.0,0,2
-0.64,-0.853,0.64,0.853,0.0,1.0,1.0,0,2
-0.647,-0.853,0.647,0.853,0.0,1.0,1.0,0,2
-0.653,-0.853,0.653,0.853,0.0,1.0,1.0,0,2
-0.66,-0.853,0.66,0.853,0.0,1.0,1.0,0,2
-0.667,-0.853,0.667,0.853,0.0,1.0,1.0,0,2
0.175,-0.819,0.673,0.853,0.0,1.0,1.0,0,2
0.168,-0.817,0.68,0.853,0.0,1.0,1.0,0,2
0.161,-0.816,0.687,0.853,0.0,-0.549,-0.928,0,2
0.155,-0.815,0.693,0.853,0.0,1.0,1.0,0,2
0.148,-0.813,0.7,0.853,0.0,1.0,1.0,0,2
0.141,-0.812,0.707,0.853,0.0,1.0,1.0,0,2
0.135,-0.811,0.713,0.853,0.0,1.0,1.0,0,2
0.128,-0.809,0.72,0.853,0.0,1.0,1.0,0,2
0.121,-0.808,0.727,0.853,0.0,1.0,1.0,0,2
0.121,-0.795,0.727,0.853,0.0,1.0,1.0,0,0
0.115,-0.789,0.733,0.853,0.0,1.0,1.0,0,2
0.108,-0.788,0.74,0.853,0.0,1.0,1.0,0,2
0.101,-0.787,0.747,0.853,0.0,1.0,1.0,0,2
0.095,-0.785,0.753,0.853,0.0,1.0,1.0,0,2
0.088,-0.784,0.76,0.853,0.0,1.0,1.0,0,2
0.081,-0.783,0.767,0.853,0.0,1.0,1.0,0,2
0.081,-0.775,0.767,0.853,0.067,1.0,1.0,0,5
0.081,-0.761,0.767,0.853,0.4,0.008,-0.788,1,0
0.081,-0.748,0.767,0.853,0.733,0.008,-0.708,1,0
0.088,-0.744,0.76,0.853,0.833,0.015,-0.684,1,1
0.095,-0.743,0.753,0.853,0.867,0.021,-0.676,1,1
0.101,-0.741,0.747,0.853,0.9,0.028,-0.668,1,1
0.108,-0.74,0.74,0.853,0.933,0.035,-0.66,1,1
0.115,-0.739,0.733,0.853,0.967,0.041,-0.652,1,1
0.121,-0.737,0.727,0.853,1.0,0.048,-0.644,1,1
0.128,-0.736,0.72,0.853,0.0,0.055,-0.636,1,1
0.135,-0.735,0.713,0.853,0.0,0.061,-0.628,1,1
0.141,-0.733,0.707,0.853,0.0,0.068,-0.62,0,1
0.148,-0.732,0.7,0.853,0.0,0.075,-0.612,0,1
0.155,-0.731,0.693,0.853,0.0,0.081,-0.604,0,1
0.161,-0.729,0.687,0.853,0.0,0.088,-0.596,0,1
0.168,-0.728,0.68,0.853,0.0,0.095,-0.588,0,1
0.175,-0.727,0.673,0.853,0.0,0.101,-0.58,0,1
0.181,-0.725,0.667,0.853,0.0,0.108,-0.572,0,1
0.188,-0.724,0.66,0.853,0.0,0.115,-0.564,0,1
0.195,-0.723,0.653,0.853,0.0,0.121,-0.556,0,1
0.201,-0.721,0.647,0.853,0.0,0.128,-0.548,0,1
0.208,-0.72,0.64,0.853,0.0,0.135,-0.54,0,1
0.215,-0.719,0.633,0.853,0.0,0.141,-0.532,0,1
0.221,-0.717,0.627,0.853,0.0,0.148,-0.524,0,1
0.228,-0.716,0.62,0.853,0.0,0.155,-0.516,0,1
0.235,-0.715,0.613,0.853,0.0,0.161,-0.508,0,1
0.241,-0.713,0.607,0.853,0.0,0.168,-0.5,0,1
0.248,-0.712,0.6,0.853,0.0,0.175,-0.492,0,1
0.255,-0.711,0.593,0.853,0.0,0.181,-0.484,0,1
0.261,-0.709,0.587,0.853,0.0,0.188,-0.476,0,1
0.268,-0.708,0.58,0.853,0.0,0.195,-0.468,0,1
0.275,-0.707,0.573,0.853,0.0,0.201,-0.46,0,1
0.281,-0.705,0.567,0.853,0.0,0.208,-0.452,0,1
0.288,-0.704,0.56,0.853,0.0,0.215,-0.444,0,1
0.295,-0.703,0.553,0.853,0.0,0.221,-0.436,0,1
0.301,-0.701,0.547,0.853,0.0,0.228,-0.428,0,1
0.308,-0.7,0.54,0.853,0.0,0.235,-0.42,0,1
0.315,-0.699,0.533,0.853,0.0,0.241,-0.412,1,1
0.321,-0.697,0.527,0.853,0.0,0.248,-0.404,0,1
0.328,-0.696,0.52,0.853,0.0,0.255,-0.396,0,1
0.335,-0.695,0.513,0.853,0.0,0.261,-0.388,0,1
0.341,-0.693,0.507,0.853,0.0,0.268,-0.38,0,1
0.348,-0.692,0.5,0.853,0.0,0.275,-0.372,0,1
0.355,-0.691,0.493,0.853,0.0,0.281,-0.364,0,1
0.361,-0.689,0.487,0.853,0.0,0.288,-0.356,0,1
0.368,-0.688,0.48,0.853,0.0,0.295,-0.348,0,1
0.375,-0.687,0.473,0.853,0.0,0.301,-0.34,0,1
0.381,-0.685,0.467,0.853,0.0,0.308,-0.332,0,1
0.388,-0.684,0.46,0.853,0.0,0.315,-0.324,0,1
0.395,-0.683,0.453,0.853,0.0,0.321,-0.316,0,1
0.401,-0.681,0.447,0.853,0.0,0.328,-0.308,0,1
0.408,-0.68,0.44,0.853,0.0,0.335,-0.3,0,1
0.415,-0.679,0.433,0.853,0.0,0.341,-0.292,0,1
0.421,-0.677,0.427,0.853,0.0,0.348,-0.284,1,1
0.428,-0.676,0.42,0.853,0.0,0.355,-0.276,0,1
0.435,-0.675,0.413,0.853,0.0,0.361,-0.268,0,1
0.441,-0.673,0.407,0.853,0.0,0.368,-0.26,0,1
0.448,-0.672,0.4,0.853,0.0,0.375,-0.252,0,1
0.455,-0.671,0.393,0.853,0.0,0.381,-0.244,0,1
0.461,-0.669,0.387,0.853,0.0,0.388,-0.236,0,1
0.468,-0.668,0.38,0.853,0.0,0.395,-0.228,0,1
0.475,-0.667,0.373,0.853,0.0,0.401,-0.22,0,1
0.481,-0.665,0.367,0.853,0.0,0.408,-0.212,0,1
0.488,-0.664,0.36,0.853,0.0,0.415,-0.204,0,1
0.495,-0.663,0.353,0.853,0.0,0.421,-0.196,0,1
-0.136,-0.74,0.347,0.853,0.0,-0.209,-0.66,0,1
-0.129,-0.739,0.34,0.853,0.0,-0.203,-0.652,0,1
-0.123,-0.737,0.333,0.853,0.0,-0.196,-0.644,0,1
-0.116,-0.736,0.327,0.853,0.0,-0.189,-0.636,0,1
-0.109,-0.735,0.32,0.853,0.0,-0.183,-0.628,0,1
-0.103,-0.733,0.313,0.853,0.0,-0.176,-0.62,0,1
-0.096,-0.732,0.307,0.853,0.0,-0.169,-0.612,0,1
-0.089,-0.731,0.3,0.853,0.0,-0.163,-0.604,0,1
-0.083,-0.729,0.293,0.853,0.0,-0.156,-0.596,0,1
-0.076,-0.728,0.287,0.853,0.0,-0.149,-0.588,0,1
-0.069,-0.727,0.28,0.853,0.0,-0.143,-0.58,0,1
-0.063,-0.725,0.273,0.853,0.0,-0.136,-0.572,0,1
-0.056,-0.724,0.267,0.853,0.0,-0.129,-0.564,0,1
-0.049,-0.723,0.26,0.853,0.0,-0.123,-0.556,0,1
-0.043,-0.721,0.253,0.853,0.0,-0.116,-0.548,0,1
-0.036,-0.72,0.247,0.853,0.0,-0.109,-0.54,0,1
-0.029,-0.719,0.24,0.853,0.0,-0.103,-0.532,0,1
-0.023,-0.717,0.233,0.853,0.0,-0.096,-0.524,0,1
-0.016,-0.716,0.227,0.853,0.0,-0.089,-0.516,0,1
-0.009,-0.715,0.22,0.853,0.0,-0.083,-0.508,0,1
-0.003,-0.713,0.213,0.853,0.0,-0.076,-0.5,0,1
0.004,-0.712,0.207,0.853,0.0,-0.069,-0.492,0,1
0.011,-0.711,0.2,0.853,0.0,-0.063,-0.484,1,1
0.017,-0.709,0.193,0.853,0.0,-0.056,-0.476,1,1
0.024,-0.708,0.187,0.853,0.0,-0.049,-0.468,1,1
0.031,-0.707,0.18,0.853,0.0,-0.043,-0.46,1,1
0.037,-0.705,0.173,0.853,0.0,-0.036,-0.452,1,1
0.044,-0.704,0.167,0.853,0.0,-0.029,-0.444,1,1
0.051,-0.703,0.16,0.853,0.0,-0.023,-0.436,1,1
0.057,-0.701,0.153,0.853,0.0,-0.016,-0.428,1,1
0.064,-0.7,0.147,0.853,0.0,-0.009,-0.42,1,1
0.071,-0.699,0.14,0.853,0.0,-0.003,-0.412,1,1
0.077,-0.697,0.133,0.853,0.0,0.004,-0.404,1,1
0.084,-0.696,0.127,0.853,0.0,0.011,-0.396,1,1
0.091,-0.695,0.12,0.853,0.0,0.017,-0.388,1,1
0.097,-0.693,0.113,0.853,0.0,0.024,-0.38,1,1
0.104,-0.692,0.107,0.853,0.0,0.031,-0.372,1,1
0.111,-0.691,0.1,0.853,0.0,0.037,-0.364,1,1
0.117,-0.689,0.093,0.853,0.0,0.044,-0.356,1,1
0.124,-0.688,0.087,0.853,0.0,0.051,-0.348,1,1
0.124,-0.683,0.087,0.853,0.067,0.051,-0.316,1,5
0.117,-0.68,0.093,0.853,0.133,0.044,-0.3,1,2
0.111,-0.679,0.1,0.853,0.167,0.037,-0.292,1,2
0.104,-0.677,0.107,0.853,0.2,0.031,-0.284,1,2
0.097,-0.676,0.113,0.853,0.233,0.024,-0.276,1,2
0.091,-0.675,0.12,0.853,0.267,0.017,-0.268,1,2
0.084,-0.673,0.127,0.853,0.3,0.011,-0.26,1,2
0.077,-0.672,0.133,0.853,0.333,0.004,-0.252,1,2
0.071,-0.671,0.14,0.853,0.367,-0.003,-0.244,1,2
0.064,-0.669,0.147,0.853,0.4,-0.009,-0.236,1,2
0.057,-0.668,0.153,0.853,0.433,-0.016,-0.228,1,2
0.051,-0.667,0.16,0.853,0.467,-0.023,-0.22,1,2
0.044,-0.665,0.167,0.853,0.5,-0.029,-0.212,1,2
0.037,-0.664,0.173,0.853,0.533,-0.036,-0.204,1,2
0.031,-0.663,0.18,0.853,0.567,-0.043,-0.196,1,2
0.024,-0.661,0.187,0.853,0.6,-0.049,-0.188,1,2
0.017,-0.66,0.193,0.853,0.633,-0.056,-0.18,1,2
0.011,-0.659,0.2,0.853,0.667,-0.063,-0.172,1,2
0.004,-0.657,0.207,0.853,0.7,-0.069,-0.164,0,2
-0.003,-0.656,0.213,0.853,0.733,-0.076,-0.156,1,2
-0.009,-0.655,0.22,0.853,0.767,-0.083,-0.148,0,2
-0.016,-0.653,0.227,0.853,0.8,-0.089,-0.14,0,2
-0.023,-0.652,0.233,0.853,0.833,-0.096,-0.132,0,2
-0.029,-0.651,0.24,0.853,0.867,-0.103,-0.124,0,2
-0.036,-0.649,0.247,0.853,0.9,-0.109,-0.116,0,2
-0.043,-0.648,0.253,0.853,0.933,-0.116,-0.108,0,2
-0.049,-0.647,0.26,0.853,0.967,-0.123,-0.1,1,2
-0.056,-0.645,0.267,0.853,1.0,-0.129,-0.092,0,2
-0.063,-0.644,0.273,0.853,0.0,-0.136,-0.084,0,2
-0.069,-0.643,0.28,0.853,0.0,-0.143,-0.076,0,2
-0.076,-0.641,0.287,0.853,0.0,-0.149,-0.068,0,2
-0.083,-0.64,0.293,0.853,0.0,-0.156,-0.06,0,2
-0.089,-0.639,0.3,0.853,0.0,-0.163,-0.052,0,2
-0.096,-0.637,0.307,0.853,0.0,-0.169,-0.044,0,2
-0.096,-0.624,0.307,0.853,0.0,-0.169,0.036,0,0
-0.096,-0.611,0.307,0.853,0.0,-0.169,0.116,0,0
-0.096,-0.597,0.307,0.853,0.0,1.0,1.0,0,0
-0.089,-0.591,0.3,0.853,0.0,1.0,1.0,0,1
-0.083,-0.589,0.293,0.853,0.0,1.0,1.0,0,1
-0.076,-0.588,0.287,0.853,0.0,1.0,1.0,0,1
-0.069,-0.587,0.28,0.853,0.0,1.0,1.0,1,1
-0.063,-0.585,0.273,0.853,0.0,1.0,1.0,0,1
-0.056,-0.584,0.267,0.853,0.0,1.0,1.0,0,1
-0.049,-0.583,0.26,0.853,0.0,1.0,1.0,0,1
-0.043,-0.581,0.253,0.853,0.0,1.0,1.0,0,1
-0.036,-0.58,0.247,0.853,0.0,1.0,1.0,0,1
-0.029,-0.579,0.24,0.853,0.0,1.0,1.0,0,1
-0.023,-0.577,0.233,0.853,0.0,1.0,1.0,0,1
-0.016,-0.576,0.227,0.853,0.0,1.0,1.0,0,1
-0.009,-0.575,0.22,0.853,0.0,0.036,-1.204,1,1
-0.003,-0.573,0.213,0.853,0.0,1.0,1.0,0,1
0.004,-0.572,0.207,0.853,0.0,1.0,1.0,0,1
0.011,-0.571,0.2,0.853,0.0,1.0,1.0,0,1
0.017,-0.569,0.193,0.853,0.0,1.0,1.0,1,1
0.024,-0.568,0.187,0.853,0.0,1.0,1.0,0,1
0.031,-0.567,0.18,0.853,0.0,1.0,1.0,0,1
0.037,-0.565,0.173,0.853,0.0,1.0,1.0,0,1
0.044,-0.564,0.167,0.853,0.0,1.0,1.0,0,1
0.051,-0.563,0.16,0.853,0.0,1.0,1.0,0,1
0.051,-0.549,0.16,0.853,0.0,1.0,1.0,0,0
0.051,-0.545,0.16,0.853,0.067,1.0,1.0,0,5
0.044,-0.536,0.167,0.853,0.3,1.0,1.0,0,2
0.037,-0.535,0.173,0.853,0.333,1.0,1.0,0,2
0.031,-0.533,0.18,0.853,0.367,1.0,1.0,0,2
0.024,-0.532,0.187,0.853,0.4,1.0,1.0,0,2
0.017,-0.531,0.193,0.853,0.433,-0.044,-1.265,1,2
0.011,-0.529,0.2,0.853,0.467,1.0,1.0,0,2
0.004,-0.528,0.207,0.853,0.5,1.0,1.0,0,2
-0.003,-0.527,0.213,0.853,0.533,0.165,-1.061,0,2
-0.009,-0.525,0.22,0.853,0.567,1.0,1.0,0,2
-0.016,-0.524,0.227,0.853,0.6,1.0,1.0,0,2
-0.023,-0.523,0.233,0.853,0.633,1.0,1.0,0,2
-0.029,-0.521,0.24,0.853,0.667,1.0,1.0,0,2
-0.036,-0.52,0.247,0.853,0.7,0.009,-1.149,1,2
-0.043,-0.519,0.253,0.853,0.733,-0.031,-1.407,1,2
-0.049,-0.517,0.26,0.853,0.767,1.0,1.0,0,2
-0.056,-0.516,0.267,0.853,0.8,1.0,1.0,0,2
-0.063,-0.515,0.273,0.853,0.833,1.0,1.0,0,2
-0.069,-0.513,0.28,0.853,0.867,1.0,1.0,0,2
-0.076,-0.512,0.287,0.853,0.9,1.0,1.0,0,2
-0.083,-0.511,0.293,0.853,0.933,1.0,1.0,0,2
-0.089,-0.509,0.3,0.853,0.967,0.271,-1.043,0,2
-0.096,-0.508,0.307,0.853,1.0,1.0,1.0,0,2
-0.103,-0.507,0.313,0.853,0.0,1.0,1.0,0,2
-0.109,-0.505,0.32,0.853,0.0,1.0,1.0,0,2
-0.116,-0.504,0.327,0.853,0.0,1.0,1.0,0,2
-0.123,-0.503,0.333,0.853,0.0,-0.305,-1.025,0,2
-0.129,-0.501,0.34,0.853,0.0,1.0,1.0,0,2
-0.136,-0.5,0.347,0.853,0.0,1.0,1.0,0,2
-0.143,-0.499,0.353,0.853,0.0,1.0,1.0,0,2
-0.149,-0.497,0.36,0.853,0.0,1.0,1.0,0,2
-0.156,-0.496,0.367,0.853,0.0,1.0,1.0,0,2
-0.163,-0.495,0.373,0.853,0.0,1.0,1.0,0,2
-0.169,-0.493,0.38,0.853,0.0,1.0,1.0,0,2
-0.176,-0.492,0.387,0.853,0.0,1.0,1.0,0,2
-0.176,-0.479,0.387,0.853,0.0,1.0,1.0,0,0
-0.176,-0.465,0.387,0.853,0.0,1.0,1.0,0,0
-0.387,-0.853,0.387,0.853,0.0,1.0,1.0,0,0
-0.38,-0.853,0.38,0.853,0.0,1.0,1.0,0,1
-0.373,-0.853,0.373,0.853,0.0,1.0,1.0,0,1
-0.367,-0.853,0.367,0.853,0.0,1.0,1.0,0,1
-0.36,-0.853,0.36,0.853,0.0,1.0,1.0,0,1
-0.353,-0.853,0.353,0.853,0.0,1.0,1.0,0,1
-0.347,-0.853,0.347,0.853,0.0,1.0,1.0,0,1
-0.34,-0.853,0.34,0.853,0.0,1.0,1.0,0,1
-0.333,-0.853,0.333,0.853,0.0,1.0,1.0,0,1
-0.327,-0.853,0.327,0.853,0.0,1.0,1.0,0,1
-0.32,-0.853,0.32,0.853,0.0,1.0,1.0,0,1
-0.313,-0.853,0.313,0.853,0.0,1.0,1.0,0,1
-0.307,-0.853,0.307,0.853,0.0,1.0,1.0,0,1
0.003,-0.819,0.3,0.853,0.0,1.0,1.0,0,1
0.009,-0.817,0.293,0.853,0.0,1.0,1.0,0,1
0.016,-0.816,0.287,0.853,0.0,1.0,1.0,0,1
0.023,-0.815,0.28,0.853,0.0,1.0,1.0,0,1
0.029,-0.813,0.273,0.853,0.0,1.0,1.0,0,1
0.036,-0.812,0.267,0.853,0.0,1.0,1.0,0,1
0.043,-0.811,0.26,0.853,0.0,1.0,1.0,0,1
0.049,-0.809,0.253,0.853,0.0,1.0,1.0,0,1
0.056,-0.808,0.247,0.853,0.0,1.0,1.0,0,1
0.063,-0.807,0.24,0.853,0.0,1.0,1.0,0,1
0.069,-0.805,0.233,0.853,0.0,1.0,1.0,0,1
0.076,-0.804,0.227,0.853,0.0,1.0,1.0,0,1
0.083,-0.803,0.22,0.853,0.0,1.0,1.0,0,1
0.089,-0.801,0.213,0.853,0.0,0.016,-0.835,1,1
0.096,-0.8,0.207,0.853,0.0,0.023,-0.827,1,1
0.096,-0.791,0.207,0.853,0.067,0.023,-0.771,1,5
0.096,-0.777,0.207,0.853,0.4,0.023,-0.691,1,0
0.089,-0.768,0.213,0.853,0.633,0.016,-0.635,1,2
0.083,-0.767,0.22,0.853,0.667,0.009,-0.627,1,2
0.076,-0.765,0.227,0.853,0.7,0.003,-0.619,1,2
0.069,-0.764,0.233,0.853,0.733,-0.004,-0.611,1,2
0.063,-0.763,0.24,0.853,0.767,-0.011,-0.603,1,2
0.056,-0.761,0.247,0.853,0.8,-0.017,-0.595,1,2
0.049,-0.76,0.253,0.853,0.833,-0.024,-0.587,1,2
0.043,-0.759,0.26,0.853,0.867,-0.031,-0.579,1,2
0.036,-0.757,0.267,0.853,0.9,-0.037,-0.571,1,2
0.029,-0.756,0.273,0.853,0.933,-0.044,-0.563,1,2
0.023,-0.755,0.28,0.853,0.967,-0.051,-0.555,1,2
0.016,-0.753,0.287,0.853,1.0,-0.057,-0.547,1,2
0.009,-0.752,0.293,0.853,0.0,-0.064,-0.539,1,2
0.003,-0.751,0.3,0.853,0.0,-0.071,-0.531,0,2
-0.004,-0.749,0.307,0.853,0.0,-0.077,-0.523,0,2
-0.011,-0.748,0.313,0.853,0.0,-0.084,-0.515,0,2
-0.017,-0.747,0.32,0.853,0.0,-0.091,-0.507,0,2
-0.024,-0.745,0.327,0.853,0.0,-0.097,-0.499,0,2
-0.031,-0.744,0.333,0.853,0.0,-0.104,-0.491,0,2
-0.037,-0.743,0.34,0.853,0.0,-0.111,-0.483,0,2
-0.044,-0.741,0.347,0.853,0.0,-0.117,-0.475,0,2
-0.051,-0.74,0.353,0.853,0.0,-0.124,-0.467,0,2
-0.057,-0.739,0.36,0.853,0.0,-0.131,-0.459,0,2
-0.064,-0.737,0.367,0.853,0.0,-0.137,-0.451,0,2
-0.071,-0.736,0.373,0.853,0.0,-0.144,-0.443,0,2
-0.077,-0.735,0.38,0.853,0.0,-0.151,-0.435,0,2
-0.084,-0.733,0.387,0.853,0.0,-0.157,-0.427,0,2
-0.091,-0.732,0.393,0.853,0.0,-0.164,-0.419,0,2
-0.091,-0.719,0.393,0.853,0.0,-0.164,-0.339,0,0
-0.091,-0.705,0.393,0.853,0.0,-0.164,-0.259,0,0
-0.091,-0.692,0.393,0.853,0.0,-0.164,-0.179,1,0
-0.084,-0.683,0.387,0.853,0.0,-0.157,-0.123,1,1
-0.077,-0.681,0.38,0.853,0.0,-0.151,-0.115,1,1
-0.071,-0.68,0.373,0.853,0.0,-0.144,-0.107,1,1
-0.064,-0.679,0.367,0.853,0.0,-0.137,-0.099,1,1
-0.057,-0.677,0.36,0.853,0.0,-0.131,-0.091,1,1
-0.259,-0.767,0.36,0.853,0.067,0.019,-0.652,1,5
-0.265,-0.757,0.367,0.853,0.3,0.012,-0.596,1,2
-0.272,-0.756,0.373,0.853,0.333,0.005,-0.588,1,2
-0.279,-0.755,0.38,0.853,0.367,-0.001,-0.58,1,2
-0.285,-0.753,0.387,0.853,0.4,-0.008,-0.572,1,2
-0.292,-0.752,0.393,0.853,0.433,-0.015,-0.564,1,2
-0.299,-0.751,0.4,0.853,0.467,-0.021,-0.556,1,2
-0.305,-0.749,0.407,0.853,0.5,-0.028,-0.548,1,2
-0.312,-0.748,0.413,0.853,0.533,-0.035,-0.54,1,2
-0.319,-0.747,0.42,0.853,0.567,-0.041,-0.532,1,2
-0.325,-0.745,0.427,0.853,0.6,-0.048,-0.524,1,2
-0.332,-0.744,0.433,0.853,0.633,-0.055,-0.516,1,2
-0.339,-0.743,0.44,0.853,0.667,-0.061,-0.508,1,2
-0.345,-0.741,0.447,0.853,0.7,-0.068,-0.5,1,2
-0.352,-0.74,0.453,0.853,0.733,-0.075,-0.492,1,2
-0.359,-0.739,0.46,0.853,0.767,-0.081,-0.484,1,2
-0.365,-0.737,0.467,0.853,0.8,-0.088,-0.476,1,2
-0.365,-0.724,0.467,0.853,0.0,-0.088,-0.396,1,0
-0.372,-0.719,0.473,0.853,0.0,-0.095,-0.364,1,2
-0.379,-0.717,0.48,0.853,0.0,-0.101,-0.356,1,2
-0.385,-0.716,0.487,0.853,0.0,-0.108,-0.348,1,2
-0.392,-0.715,0.493,0.853,0.0,-0.115,-0.34,1,2
-0.399,-0.713,0.5,0.853,0.0,-0.121,-0.332,1,2
-0.405,-0.712,0.507,0.853,0.0,-0.128,-0.324,1,2
-0.405,-0.703,0.507,0.853,0.067,-0.128,-0.268,1,5
-0.405,-0.689,0.507,0.853,0.4,-0.128,-0.188,1,0
-0.412,-0.688,0.513,0.853,0.433,-0.135,-0.18,1,2
-0.419,-0.687,0.52,0.853,0.467,-0.141,-0.172,1,2
-0.425,-0.685,0.527,0.853,0.5,-0.148,-0.164,1,2
-0.432,-0.684,0.533,0.853,0.533,-0.155,-0.156,1,2
-0.439,-0.683,0.54,0.853,0.567,-0.161,-0.148,1,2
-0.445,-0.681,0.547,0.853,0.6,-0.168,-0.14,1,2
-0.452,-0.68,0.553,0.853,0.633,-0.175,-0.132,1,2
-0.459,-0.679,0.56,0.853,0.667,-0.181,-0.124,1,2
-0.465,-0.677,0.567,0.853,0.7,-0.188,-0.116,1,2
-0.472,-0.676,0.573,0.853,0.733,-0.195,-0.108,1,2
-0.479,-0.675,0.58,0.853,0.767,-0.201,-0.1,0,2
-0.485,-0.673,0.587,0.853,0.8,-0.208,-0.092,0,2
-0.485,-0.663,0.587,0.853,0.067,-0.077,-0.157,0,5
-0.485,-0.649,0.587,0.853,0.4,-0.077,-0.077,0,0
-0.485,-0.636,0.587,0.853,0.733,-0.077,0.003,0,0
-0.485,-0.623,0.587,0.853,0.0,-0.077,0.083,0,0
-0.485,-0.609,0.587,0.853,0.0,-0.077,-0.099,0,0
-0.485,-0.596,0.587,0.853,0.0,-0.077,-0.019,0,0
-0.485,-0.583,0.587,0.853,0.0,-0.331,-0.403,0,0
-0.479,-0.569,0.58,0.853,0.0,-0.324,-0.323,0,1
-0.472,-0.568,0.573,0.853,0.0,-0.317,-0.315,0,1
-0.465,-0.567,0.567,0.853,0.0,-0.311,-0.307,0,1
-0.459,-0.565,0.56,0.853,0.0,-0.304,-0.299,0,1
-0.452,-0.564,0.553,0.853,0.0,-0.297,-0.291,0,1
-0.445,-0.563,0.547,0.853,0.0,-0.291,-0.283,0,1
-0.439,-0.561,0.54,0.853,0.0,-0.284,-0.275,0,1
-0.432,-0.56,0.533,0.853,0.0,-0.277,-0.267,0,1
-0.425,-0.559,0.527,0.853,0.0,-0.271,-0.259,0,1
-0.419,-0.557,0.52,0.853,0.0,-0.264,-0.251,0,1
-0.412,-0.556,0.513,0.853,0.0,-0.257,-0.243,0,1
-0.405,-0.555,0.507,0.853,0.0,-0.251,-0.235,0,1
-0.399,-0.553,0.5,0.853,0.0,-0.244,-0.227,0,1
-0.392,-0.552,0.493,0.853,0.0,-0.237,-0.219,0,1
-0.385,-0.551,0.487,0.853,0.0,-0.231,-0.211,0,1
-0.379,-0.549,0.48,0.853,0.0,-0.224,-0.203,0,1
